Open,High,Low,Close,Adj Close,Volume,Date
0.10212542325788808,0.0778849030710248,0.09143155986444072,0.07983629990781474,0.07861738989360051,0.2671923625897934,2020-09-11
0.09020217006649024,0.07684294130523846,0.08699054656601499,0.07727738782662612,0.07609746036417277,0.3592086482439104,2020-09-14
0.08761009401775742,0.0903881461596316,0.09665624035862141,0.10184245574346182,0.10028754555206995,0.26678288134403444,2020-09-15
0.11508550686877905,0.10445423252997478,0.10214211003388982,0.09058343781126191,0.08920035867977286,0.5757891288578983,2020-09-16
0.07931564841699448,0.0940349129729407,0.08150467689074659,0.1084954319295222,0.10683889796810365,0.5710274469429301,2020-09-17
0.11715906883017428,0.091950989441368,0.08751302458068225,0.07830095265910157,0.07710541282759059,0.7403420923321712,2020-09-18
0.04250905842330782,0.029434773998334014,0.03840128703186249,0.03889458512143192,0.03830074248338242,0.6180358939560568,2020-09-21
0.03732500520343323,0.014847607378154515,0.032915317704102255,0.032241608935371535,0.031749293325582385,0.5681142803659592,2020-09-22
0.027993729183177163,0.018494374191463603,0.010971739350536807,0.0,0.0,0.47109062404941854,2020-09-23
0.004665539132537006,0.0,0.0,0.008700105851011285,0.008567257342869363,0.25552799681774574,2020-09-24
0.0,0.030216195639202206,0.00679201488569062,0.047082908556205484,0.04636397522365971,0.19990874417951657,2020-09-25
0.07516842561661302,0.07111225096035666,0.08202715490541385,0.07727738782662612,0.07609746036417277,0.2184055970236563,2020-09-28
0.07257644844547123,0.055483221941333954,0.06818183630045306,0.05783014407216767,0.056947137493364726,0.13154877506610196,2020-09-29
0.07257644844547123,0.08257363165012024,0.07027164870663023,0.06908906439185256,0.06803413088212916,0.8378922245361162,2020-09-30
0.07827881799750136,0.07059127007746349,0.07471266200505597,0.06243608820579217,0.06148277846609544,0.4762617872101458,2020-10-01
0.05339548119521254,0.09507687473872704,0.057993764145671214,0.09774829402607503,0.09625583244016497,0.4684114467557386,2020-10-02
0.12441678288903511,0.12112532268172699,0.13531871657157163,0.13561931431503152,0.13354862246012958,0.5052647588740435,2020-10-05
0.15396575770145196,0.14587126873402242,0.14890284599544468,0.13459574948255607,0.13254066999671174,0.48257949785899806,2020-10-06
0.15759456529208687,0.16280279964374963,0.16666669988416394,0.15711368773444087,0.15471485025777326,0.5531272667711818,2020-10-07
0.2288750251519872,0.24407392940316538,0.21504698814294793,0.24923247279441593,0.24542718600355604,0.7237288532185225,2020-10-08
0.2633488950182009,0.29877563033668797,0.2669801866929643,0.3055271720053554,0.30086234643091087,0.5236329176123734,2020-10-09
0.32348367506252773,0.3076322059789288,0.3202717483591221,0.313715495440129,0.3089255791711881,0.36508177925451013,2020-10-12
0.307931614280495,0.3029434773998334,0.3047022423405102,0.3193450044062289,0.3144690758655703,0.5332147787631326,2020-10-13
0.3328149510827838,0.3336806539219288,0.32863119728881446,0.32548619817605157,0.32051659716254466,0.29437021784402273,2020-10-14
0.3011923154313807,0.3198750083095606,0.31347963382093963,0.3341864016395779,0.329083854505414,0.2559257785993401,2020-10-15
0.36080877914355197,0.3362854589694515,0.35997908094891495,0.3387923457732024,0.3336196889616774,0.22865432763179447,2020-10-16
0.357179773797735,0.3430581110801197,0.314002012183115,0.3101331161389799,0.30539798740364155,0.5696352107073496,2020-10-19
0.330222973911642,0.30190151563404705,0.2998954047445747,0.2871033954708574,0.2827199760235206,0.33341132976109694,2020-10-20
0.2970449937534082,0.27793699122261983,0.2900208393290916,0.27840338723236113,0.2741525251971186,0.30463064791632544,2020-10-21
0.2887505481526452,0.2821046395518789,0.2910135774527069,0.29017408996828375,0.28574373667200775,0.2104265624634392,2020-10-22
0.299637168679732,0.28861675153762895,0.3061651409205817,0.29222102440820463,0.2877592546317781,0.3164471067225121,2020-10-23
0.28304827747820616,0.2628288437195471,0.2625392730470304,0.2686796189363594,0.2645774121325977,0.21426398670940872,2020-10-26
0.2804561025518823,0.2544933483271426,0.2690700987516333,0.24974415759813864,0.24593101712261545,0.16622598684980228,2020-10-27
0.21202687690679253,0.21698351969437907,0.20794146651795858,0.22517918729381797,0.2217410286764846,0.3657720476402181,2020-10-28
0.2192845909656534,0.24641839305965624,0.22779523246534683,0.2579324810329122,0.2539942498628927,0.3613262512576924,2020-10-29
0.2602384037597215,0.26178688195376076,0.2575757817339374,0.28249745133723286,0.27818414156725724,0.40715305239020055,2020-10-30
0.3063762697736642,0.3065902442131425,0.3092998097036016,0.308085986474029,0.3033820824768059,0.3362893979455741,2020-11-02
0.312597252290623,0.2914820967100698,0.279519260435011,0.2799386368685593,0.2756645990048948,0.32442614128272923,2020-11-03
0.2897873785721384,0.2828860611927471,0.2575757817339374,0.2722619982375084,0.2681050039001443,0.3492056063832277,2020-11-04
0.299637168679732,0.3383693825010242,0.30877743134142616,0.33162739194587426,0.32656411845951894,0.35431827222313217,2020-11-05
0.3535509662071001,0.3351914289254588,0.3362069790227519,0.3193450044062289,0.3144690758655703,0.20230713433324754,2020-11-06
0.39502339196609687,0.43370659863078315,0.3876697181588365,0.3674513801823948,0.36184100355264787,0.4429768116620259,2020-11-09
0.3825816246873614,0.4394372889756649,0.3955067887263535,0.44882292972640775,0.441970273770492,0.6862320705711679,2020-11-10
0.46656291111448395,0.4660068171685012,0.4686521163398995,0.46929383592585666,0.46212854910471785,0.42666775861665535,2020-11-11
0.46500776436283525,0.4368324839281422,0.4015152360687809,0.3889458512143192,0.38930037999198397,0.33960034630413927,2020-11-12
0.40228100714736664,0.43058091206731036,0.4153605546737417,0.43756391179420784,0.4373465977903987,0.2941128296324028,2020-11-13
0.49403842284309657,0.5009116420198557,0.4785788996611018,0.5102354530997245,0.5091634284778931,0.3100825982170017,2020-11-16
0.4997406935175357,0.4865849161576512,0.4900732166787977,0.48925286209655283,0.4884276047986625,0.3344408826075766,2020-11-17
0.5116641444641156,0.4993487987381193,0.4968651319119965,0.472364335198253,0.47173771527098773,0.17336265999017245,2020-11-18
0.48055982514486806,0.4873665365324057,0.4811911900819462,0.48618216759912647,0.4853930090723461,0.28388749795259377,2020-11-19
0.49585282663841407,0.485282613000833,0.5052245808416889,0.4964176206988509,0.4955081346765347,0.1975922502749374,2020-11-20
0.5266976911588107,0.5389423521685692,0.540229910256952,0.5286592296342225,0.5273704223851934,0.21812480988370733,2020-11-23
0.559357157229707,0.5759311005514964,0.5606060545665157,0.5854658088739148,0.5835090889373178,0.42139130027844723,2020-11-24
0.5914981092132656,0.5696795286906646,0.5822884437389934,0.5690891620043675,0.5673249653640291,0.22127196574396893,2020-11-25
0.5790565396897123,0.5738473757538101,0.5820271549054138,0.5603889585408413,0.5587271376229986,0.060942508833095446,2020-11-27
0.572317240840598,0.5540504996716419,0.5517242272746479,0.5557830144072168,0.5541752440335241,0.4699674754896226,2020-11-30
0.5873509852904751,0.5983327816811873,0.5778475300930594,0.555271329603494,0.5536696715626708,0.2948147974822753,2020-12-01
0.5578020104780583,0.5584786881258192,0.5606060545665157,0.5532241999385432,0.5516466077451264,0.31076116713854507,2020-12-02
0.559357157229707,0.5556133429533783,0.5579937641456713,0.5501535054411169,0.54861201201881,0.23710134075859327,2020-12-03
0.5712804104211048,0.5660327618773555,0.578369908455235,0.5726715413055167,0.570865133561199,0.32593537215995505,2020-12-04
0.5764645625185705,0.563688496954751,0.5566875192827572,0.5363356730402433,0.5349567182174517,0.253328497554812,2020-12-07
0.5386209443502086,0.5470175061699419,0.5449321127364654,0.560900643344564,0.5592327100938521,0.3896506540000468,2020-12-08
